id	tier	category	english_cue	expression	anchor	example	sources	note
ED8	shared	Éducation et apprentissage	Learn to live with others	apprendre à vivre avec les autres	apprendre à vivre avec les autres	D'abord, parce que l'école doit apprendre à vivre avec les autres, et pas seulement à connaître des matières.	Education P18	Reusable social mission of school.
ED9	shared	Éducation et apprentissage	Form their own opinion	construire leur propre opinion	construire leur propre opinion	En effet, face à des informations contradictoires, il est essentiel que les élèves sachent comparer les sources et construire leur propre opinion.	Education P18	Critical-thinking collocation for forming an independent view.
ED10	shared	Éducation et apprentissage	Core skills: reading, writing, arithmetic	les apprentissages fondamentaux comme lire, écrire et compter	les apprentissages fondamentaux comme lire, écrire et compter	Cependant, il est vrai que l'école doit d'abord assurer les apprentissages fondamentaux comme lire, écrire et compter.	Culture P13; Education P11	Standard education-policy phrase.
ED11	shared	Éducation et apprentissage	Equality of opportunity	un outil important d'égalité des chances	un outil important d'égalité des chances	D'abord, parce que c'est un outil important d'égalité des chances.	Economie P19; Education P20	High-value social-access argument.
ED12	shared	Éducation et apprentissage	A foundation of knowledge and skills	un socle de connaissances et de compétences	un socle de connaissances et de compétences	D'abord, parce que les études donnent un socle de connaissances et de compétences difficile à acquérir autrement.	Education P12	Strong education-to-work bridge.
F1	shared	Famille et relations	Provide a reassuring framework and material support	apporter un cadre rassurant et un soutien matériel	apportent un cadre rassurant et un soutien matériel	De leur côté, les parents apportent un cadre rassurant et un soutien matériel.	Famille P2	Compact description of parental support.
F2	shared	Famille et relations	Set rules and explain them	fixer des règles, c'est aussi savoir les justifier	fixer des règles, c'est aussi savoir les justifier	En effet, fixer des règles, c'est aussi savoir les justifier.	Famille P12	Better than vague “being strict.”
F3	shared	Famille et relations	Adapted to the child’s age and sensitivity	adaptée à l'âge et à la sensibilité de l'enfant	adaptée à l'âge et à la sensibilité de l'enfant	Ensuite, parce que cette vérité doit être adaptée à l'âge et à la sensibilité de l'enfant.	Famille P4; Famille P17	Reusable child-development qualification.
F4	shared	Famille et relations	The path towards independence	la marche vers l'autonomie	la marche vers l'autonomie	À mon avis, je porte un regard plutôt compréhensif sur cette situation, à condition qu'elle ne bloque pas la marche vers l'autonomie.	Famille P2	Useful for parenting and adult children.
F5	shared	Famille et relations	take no responsibility	n'assumer aucune responsabilité	assumer aucune responsabilité	Cependant, si l'on reste chez ses parents seulement par confort, sans assumer aucune responsabilité, cette situation peut effectivement bloquer la maturation.	Famille P2	Productive verb–noun collocation.
F6	shared	Famille et relations	Contribute according to one’s means	participer à hauteur de ses moyens	participe à hauteur de ses moyens	À l'inverse, quand chacun participe à hauteur de ses moyens, le foyer fonctionne plus calmement et plus équitablement.	Famille P14	Fairness without demanding strict equality.
F7	shared	Famille et relations	Divide household tasks clearly	répartir clairement les tâches	répartir clairement les tâches	En effet, pour éviter les disputes et les oublis, il vaut mieux répartir clairement les tâches : qui fait les courses, qui s'occupe du ménage, qui prépare les repas.	Famille P14	Concrete cohabitation collocation.
F8	shared	Famille et relations	Separate roles and responsibilities	bien séparer les rôles et les responsabilités	bien séparer les rôles et les responsabilités	Enfin, parce que la vraie condition de réussite est de bien séparer les rôles et les responsabilités.	Famille P7	Useful for family businesses and households.
F9	shared	Famille et relations	Preserve the mother tongue while valuing the host language	préserver la langue maternelle, tout en donnant […] une vraie place à la langue du pays d'accueil	préserver la langue maternelle, tout en donnant aussi une vraie place à la langue du pays d'accueil	À mon avis, il faut surtout préserver la langue maternelle, tout en donnant aussi une vraie place à la langue du pays d'accueil.	Famille P13	Balanced bilingual-family pattern.
F10	shared	Famille et relations	Provide emotional support in difficult times	apporter un soutien émotionnel précieux dans les moments difficiles	apportent un soutien émotionnel précieux dans les moments difficiles	D'abord, les amis apportent un soutien émotionnel précieux dans les moments difficiles, que la famille ou le couple ne couvrent pas toujours.	Culture P16; Famille P8	Strong relationship-benefit collocation.
W1	shared	Travail et économie	Enter the labour market	entrer sur le marché du travail	entrer sur le marché du travail	Cela montre que la langue n'est pas un détail : elle détermine en grande partie la facilité ou la difficulté à entrer sur le marché du travail.	Economie P1	Core employment collocation.
W2	shared	Travail et économie	Local work experience	une expérience locale	une expérience locale	D'abord, le marché du travail canadien attend une expérience locale que les nouveaux arrivants n'ont pas encore.	Economie P1	Essential foreign-worker phrase.
W3	shared	Travail et économie	Skilled jobs	les emplois qualifiés	les emplois qualifiés	En effet, presque tous les emplois qualifiés exigent une bonne communication écrite et orale, en anglais ou en français selon la région.	Economie P1	Useful education/employment link.
W4	shared	Travail et économie	Labour-shortage sectors	des secteurs en pénurie	certains secteurs en pénurie	Dans certains secteurs en pénurie, comme l'informatique, la santé ou certains métiers techniques, les jeunes diplômés sont au contraire très recherchés.	Economie P10; Economie P15	Explains variation in job prospects.
W5	shared	Travail et économie	Short-term or precarious contracts	des contrats courts ou précaires	des contrats courts ou précaires	Enfin, parce qu'ils acceptent souvent des contrats courts ou précaires, ce qui ralentit leur entrée stable sur le marché du travail.	Economie P10	Standard youth-employment collocation.
W6	shared	Travail et économie	Working conditions matter as much as pay	les conditions de travail comptent au moins autant que le salaire	les conditions de travail comptent au moins autant que le salaire	Tout d'abord, les conditions de travail comptent au moins autant que le salaire.	Economie P9; Economie P13	Ready-made work-quality argument.
W7	shared	Travail et économie	Reasonable hours, good team climate, manageable workload	un horaire raisonnable, un bon climat d'équipe et une charge de travail tenable	un horaire raisonnable, un bon climat d'équipe et une charge de travail tenable	De bonnes conditions de travail, comme un horaire raisonnable, un bon climat d'équipe et une charge de travail tenable, changent profondément la qualité de vie.	Economie P9; Economie P13	Concrete expansion of “good conditions.”
W8	shared	Travail et économie	Work–life balance	l'équilibre entre vie professionnelle et vie personnelle	l'équilibre entre vie professionnelle et vie personnelle	En effet, au-delà d'un certain niveau de revenu, ce qui fait vraiment la différence, c'est la santé, la qualité des liens humains, le temps libre et l'équilibre entre vie professionnelle et vie personnelle.	Santé P20	Central oral-exam collocation.
W9	shared	Travail et économie	Do meaningful work	faire un métier qui a du sens	faire un métier qui a du sens	En effet, faire un métier qui a du sens, dans lequel on se sent utile et où l'on apprend, donne envie de se lever le matin.	Economie P9; Economie P13	Natural non-financial work criterion.
W10	shared	Travail et économie	Job security and stability	la sécurité et la stabilité de l'emploi	la sécurité et la stabilité de l'emploi	Enfin, parce que la sécurité et la stabilité de l'emploi passent souvent avant le montant du salaire.	Economie P9; Economie P13	Strong comparison with salary.
W11	shared	Travail et économie	Recruitment and training costs	les coûts liés au recrutement et à la formation des nouveaux	les coûts liés au recrutement et à la formation des nouveaux	En effet, des salariés satisfaits restent plus longtemps dans l'entreprise, ce qui réduit les coûts liés au recrutement et à la formation des nouveaux.	Economie P6; Economie P21	Turns well-being into an economic argument.
W12	shared	Travail et économie	Gap between social usefulness and pay recognition	un vrai décalage entre l'utilité sociale et la reconnaissance salariale	un vrai décalage entre l'utilité sociale et la reconnaissance salariale	Cela montre qu'il existe un vrai décalage entre l'utilité sociale et la reconnaissance salariale, et il serait juste que ce décalage soit progressivement corrigé.	Economie P20	Excellent inequality/evaluation chunk.
W13	shared	Travail et économie	Account for job hardship	un système plus juste tiendrait compte de la pénibilité	un système plus juste tiendrait compte de la pénibilité	À l'inverse, un système plus juste tiendrait compte de la pénibilité.	Santé P15; Santé P18	Useful retirement and labour-policy phrase.
H1	shared	Santé	Regular physical activity / avoid inactivity	l'activité physique régulière […] éviter la sédentarité	l'activité physique régulière aide à mieux dormir, à développer la coordination, à éviter la sédentarité	En effet, l'activité physique régulière aide à mieux dormir, à développer la coordination, à éviter la sédentarité et à canaliser l'énergie.	Santé P1; Santé P5; Santé P8	High-frequency health-benefit bundle.
H2	shared	Santé	Excessive screen time disrupts sleep	un temps d'écran excessif […] perturbe le sommeil	un temps d'écran excessif réduit fortement l'activité physique et perturbe le sommeil	D'abord, parce qu'un temps d'écran excessif réduit fortement l'activité physique et perturbe le sommeil.	Santé P2	Concrete child-health mechanism.
H3	shared	Santé	Overall dietary balance	l'équilibre alimentaire global	l'équilibre alimentaire global	Je pense d'abord qu'une bonne santé dépend surtout de l'équilibre alimentaire global et pas d'un seul aliment.	Santé P6	Avoids simplistic single-food claims.
